LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,L_rms,L_chi2dof,L_chi2dofR,Lmean_rms,Lmean_chi2dof,Lmean_chi2dofR,Lmmax,Lampl,NdataZTF,Z_rms,Zchi2dof,Zchi2dofR,Zmean_rms,Zmean_chi2dof,Zmean_chi2dofR,Zmmax,Zampl,MainPeakL,BlazhkoPeakL,BlazhkoPeriodL,BpowerRatioL,BsignificanceL,MainPeakZ,BlazhkoPeakZ,BlazhkoPeriodZ,BpowerRatioZ,BsignificanceZ,Ampl_diff,dP,IndicatorType,ChiType,BE_score
162255,0.512747,0.512744,0.512745,0.999994,266,0.0715225155272165,5.7,1.6,0.0676846586360263,5.5,1.6,15.21,0.96,120,0.0247552387397147,2.4,1.4,0.0242037949935725,2.5,1.4,15.29,0.77,1.9503,1.9531,355.8719,0.1132,9.6283,1.9503,2.0025,19.1791,0.0796,31.598,0.19,1e-05,NaN,NaN,NaN
163933,0.339629,0.679246,0.509438,1.999965,306,0.0596871789014989,1.0,0.9,0.7297881905553125,24.1,5.7,15.31,0.45,53,0.0387601846259617,1.5,0.9,0.3510826009611063,40.7,7.6,15.33,0.35,2.9444,2.9472,353.3569,0.0529,23.3486,1.4722,1.5272,18.1802,0.042,4.9121,0.1,0.66665,NaN,NaN,NaN
174389,0.334036,0.33404,0.334038,1.000012,270,0.1187030146329644,4.5,1.4,0.1214696829134223,4.6,1.4,14.93,0.27,59,0.0534696961920718,1.1,1.2,0.0515734856286971,1.1,1.2,14.94,0.26,2.9937,3.0643,14.1693,0.0338,12.5913,2.9937,2.9981,222.9654,0.02,7.5238,0.01,1e-05,NaN,NaN,NaN
215632,0.572162,0.572163,0.572162,1.000002,286,0.0509776775049182,0.9,1.0,0.0509776775049182,0.9,1.0,15.64,0.75,50,0.0228933825925863,1.6,1.0,0.022399381044711,1.7,1.0,15.64,0.58,1.7478,1.8182,14.1975,0.0841,7.7553,1.7478,1.826,12.7861,0.0346,3.1471,0.17,0.0,NaN,NaN,NaN
258499,0.401505,0.401504,0.401505,0.999998,275,0.1248213394714467,2.7,1.5,0.1248213394714467,2.7,1.5,15.23,0.34,36,0.0271948697900903,2.0,0.7,0.0269088961086245,2.0,0.7,15.31,0.33,2.4906,2.5613,14.1413,0.0219,8.7935,1.2453,1.2661,48.0654,0.0832,4.3622,0.01,0.0,NaN,NaN,NaN
263541,0.558218,0.558218,0.558218,1.0,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7914,1.8621,14.1513,0.1188,9.7432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN
303860,0.499321,0.492164,0.495742,0.985667,280,0.0036781399373725,36.3,5.0,0.3111748236560795,28.0,3.7,-70.14,86.75,65,0.0539523922716586,23.4,2.8,0.2413154917411762,114.7,9.1,15.64,0.71,2.0027,2.0319,34.3053,0.1461,12.3877,1.0006,1.0296,34.4947,0.0792,6.5764,86.04,0.01444,NaN,NaN,NaN
393084,0.530027,0.530033,0.53003,1.000011,493,0.0932405362184246,1.6,1.1,0.0872514370243148,1.6,1.1,16.18,0.96,49,0.0312640926642226,3.4,1.5,0.0326163452810204,3.3,1.6,16.33,0.74,1.8867,1.9447,17.2369,0.0476,11.2661,1.0008,1.0386,26.5182,0.1032,5.2486,0.22,1e-05,NaN,NaN,NaN
418785,0.700122,0.70012,0.700121,0.999997,263,0.1198915073201436,1.4,0.8,0.1173702696287706,1.4,0.8,16.54,0.56,50,0.0347246833554703,1.3,0.9,0.0355603732394297,1.3,0.9,16.52,0.44,1.4283,1.477,20.5508,0.0626,7.9313,1.4283,1.4685,24.9066,0.0484,4.7223,0.12,0.0,NaN,NaN,NaN
437483,0.699234,0.699235,0.699234,1.000001,316,0.1170333257786089,0.5,0.7,0.1170333257786089,0.5,0.7,16.56,0.37,49,0.051979566743385,0.8,0.9,0.0518919277230592,0.8,0.9,16.46,0.28,1.4301,1.464,29.4942,0.0866,8.8553,1.4302,1.4637,29.8329,0.058,5.5507,0.09,0.0,NaN,NaN,NaN
439441,0.709248,0.709247,0.709248,0.999999,349,0.1718968471905616,2.1,1.3,0.1718968471905616,2.1,1.3,16.08,0.36,49,0.0504806127522916,1.1,1.1,0.0505121186466994,1.1,1.1,15.99,0.28,1.4099,1.4718,16.1603,0.0329,6.5681,2.0029,2.068,15.3551,0.0439,6.6981,0.08,0.0,NaN,NaN,NaN
514883,0.557723,0.557737,0.55773,1.000025,289,0.1151620922947133,5.3,1.7,0.1062405700112586,5.4,1.6,15.43,0.55,56,0.0558484503263237,11.3,1.8,0.0584229520440176,10.8,1.9,15.45,0.42,1.793,1.8472,18.4655,0.0566,8.1238,1.793,1.8567,15.6937,0.0368,4.7547,0.13,3e-05,NaN,NaN,NaN
523832,0.372376,0.372383,0.37238,1.000019,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6855,2.804,8.437,0.0234,6.0627,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,NaN,NaN,NaN
608497,0.485636,0.748671,0.617154,1.54163,556,0.0801402620686389,20.4,2.5,0.9271465147392228,166.4,7.8,14.85,0.86,31,0.0719294370510127,109.2,4.9,0.3052183812350655,103.8,9.5,14.71,1.02,2.0592,2.093,29.529,0.0467,17.4563,1.0002,1.0295,34.188,0.3134,6.8994,0.16,0.42621,NaN,NaN,NaN
658512,0.96905,0.387943,0.678496,0.400333,404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0319,1.0479,62.7549,0.0268,5.8382,0.0,0.0,0.0,0.0,0.0,0.0,0.85646,NaN,NaN,NaN
664583,0.602994,0.603021,0.603008,1.000045,449,0.1159036053841335,1.8,1.1,0.1479083727644281,2.8,1.4,16.18,0.56,48,0.0640806636021812,4.7,2.2,0.0681967927283136,4.6,2.2,16.12,0.46,1.6584,1.6612,357.7818,0.0407,10.5905,1.6584,1.667,116.6181,0.0639,8.6314,0.1,4e-05,NaN,NaN,NaN
670864,0.600802,0.37493,0.487866,0.624049,336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6644,1.7415,12.9811,0.0327,5.4363,0.0,0.0,0.0,0.0,0.0,0.0,0.46298,NaN,NaN,NaN
717668,0.426744,0.426758,0.426751,1.000033,302,0.1121652944160575,1.6,1.2,0.1236223757975334,2.0,1.4,15.47,0.32,18,0.025521699675488,0.5,0.5,0.0202813337297426,0.4,0.4,15.44,0.31,2.3433,2.4138,14.1834,0.0556,12.8463,1.5651,1.568,350.2627,0.2438,4.6714,0.01,3e-05,NaN,NaN,NaN
734545,0.289482,0.498499,0.39399,1.722038,305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4545,3.5249,14.1874,0.0244,19.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.53051,NaN,NaN,NaN
737951,0.357023,0.357023,0.357023,1.0,273,0.2320347274382548,6.0,2.2,0.2320347274382548,6.0,2.2,15.8,0.43,55,0.1275019670573731,12.1,3.4,0.1275019670573731,12.1,3.4,15.73,0.38,2.8009,2.8038,353.3569,0.041,16.2037,0.9337,0.9665,30.4599,0.0618,3.6359,0.05,0.0,NaN,NaN,NaN
771232,0.54093,0.540941,0.540936,1.00002,301,0.0560725677237025,1.1,1.0,0.0652939075631756,1.7,1.1,15.48,0.93,56,0.0298299589191804,2.3,1.3,0.0331405672088269,3.1,1.4,15.56,0.72,1.8487,1.9257,12.9811,0.0776,11.0819,1.8486,1.9257,12.9744,0.1283,6.9954,0.21,2e-05,NaN,NaN,NaN
798477,0.651627,0.651611,0.651619,0.999975,294,0.1383636388574938,2.0,1.2,0.1358423514641946,2.2,1.1,16.09,0.61,4,7.756249734939463e-06,0.1,0.4,7.182361084748873e-06,4.6,1.1,-357.14,713.64,1.5346,1.5984,15.6838,0.0881,4.7069,0.1636,0.1687,198.4127,65.2675,16.0221,713.03,2e-05,NaN,NaN,NaN
803829,0.595281,0.595286,0.595284,1.000008,270,0.0417543170193131,8.7,2.3,0.0469317964065841,9.7,2.7,14.16,0.91,59,0.0259848424036772,4.9,1.9,0.0266499456964581,4.9,2.0,14.16,0.81,1.6799,1.7205,24.5912,0.0937,6.0599,1.6799,1.7412,16.3119,0.031,4.5511,0.1,1e-05,NaN,NaN,NaN
810169,0.465185,0.465212,0.465198,1.000058,289,0.1407287344064615,6.0,2.1,0.1582691696718483,8.2,2.3,15.47,0.77,59,0.0534578163328539,10.3,2.5,0.0452504709114176,11.9,2.2,15.73,0.61,2.1497,2.2232,13.6017,0.066,9.937,2.1496,2.223,13.6184,0.0364,8.6093,0.16,6e-05,NaN,NaN,NaN
843294,0.374216,0.374214,0.374215,0.999995,290,0.1234279512599683,3.3,1.4,0.1187903971591824,3.4,1.4,15.53,0.36,57,0.0513718210772877,1.8,1.2,0.052994666777784,1.9,1.3,15.48,0.31,2.6723,2.706,29.6252,0.0287,11.4573,1.3362,1.3393,316.9572,0.1486,11.3686,0.05,1e-05,NaN,NaN,NaN
856862,0.625858,1.205501,0.91568,1.926157,294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5978,1.6344,27.3635,0.0598,6.4407,0.0,0.0,0.0,0.0,0.0,0.0,0.63302,NaN,NaN,NaN
869112,0.63569,1.271417,0.953554,2.000058,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5731,1.6071,29.4118,0.0376,7.7453,0.0,0.0,0.0,0.0,0.0,0.0,0.66669,NaN,NaN,NaN
872620,0.549247,0.549248,0.549248,1.000002,282,0.0791124372729934,1.1,1.0,0.0760899148355027,1.1,1.0,16.12,0.85,272,0.0434065257385193,2.8,1.5,0.0434065257385193,2.8,1.5,16.19,0.63,1.8207,1.8289,121.2856,0.0437,8.4914,1.8207,1.8303,103.6269,0.0136,7.6183,0.22,0.0,NaN,NaN,NaN
880588,0.600138,0.600134,0.600136,0.999993,295,0.1104185700512317,3.2,1.2,0.1168174995040122,3.3,1.2,16.08,0.91,75,0.0507948928210199,7.5,1.9,0.0476122780695919,7.0,1.8,16.18,0.7,1.6663,1.691,40.5268,0.0618,7.4387,1.6663,1.6691,354.6099,0.0737,12.1826,0.21,1e-05,NaN,NaN,NaN
